cod_estab,NOM_ESTAB_2013,Dirección_2013,NOM_DEPA_2013,NOM_MUNI_2013,SECTOR_2013,AREA_2013,PLAN_2013,JORNADA_2013,CANTIDAD_EVALUADOS_ESTABLECIMIENTO_2013,RAMA_ABSTRACTA_MAGISTERIO_CANTIDAD_2013,RAMA_ABSTRACTA_BACHILLERATO_CANTIDAD_2013,RAMA_ABSTRACTA_PERITO_CANTIDAD_2013,RAMA_ABSTRACTA_SECRETARIADO_CANTIDAD_2013,RAMA_ABSTRACTA_TECNICO_CANTIDAD_2013,RAMA_ABSTRACTA_MISSING_CANTIDAD_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_LEC_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_LECTURA_CANTIDAD_2013,LOGRO_LECTURA_establecimiento_2010,LOGRO_LECTURA_establecimiento_2011,LOGRO_LECTURA_establecimiento_2012,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_LECTURA_NACIONAL_2013,LOGRO_LECTURA_DEPARTAMENTAL_2013,LOGRO_LECTURA_MUNICIPAL_2013,NO_LOGRO_LECTURA_NACIONAL_2013,NO_LOGRO_LECTURA_DEPARTAMENTAL_2013,NO_LOGRO_LECTURA_MUNICIPAL_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_2_O_MENOS_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_3A6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_MAS6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_NO_INDICÓ_mean_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_MATE_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_INSATISFACT_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_MATEMÁTICAS_CANTIDAD_2013,LOGRO_MATE_establecimiento_2010,LOGRO_MATE_establecimiento_2011,LOGRO_MATE_establecimiento_2012,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,LOGRO_MATEMÁTICAS_NACIONAL_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_2013,NO_LOGRO_MATEMÁTICAS_NACIONAL_2013,NO_LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,NO_LOGRO_MATEMÁTICAS_MUNICIPAL_2013
00-01-0158-46,COLEGIO TECNICO PROGRESISTA CETECPRO,11 CALLE 10-28,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,22,0,0,22,0,0,0,40.909091,59.090909,13.636364,27.272727,22.727273,36.363636,40.909091,59.090909,0,13.636364,27.272727,22.727273,36.363636,0,4,55.555556,27.777778,40,40.909091,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,95.454545,4.545455,0,0,4.545455,95.454545,0,4.545455,18.181818,77.272727,4.545455,95.454545,0,0,4.545455,18.181818,77.272727,0,0,11.111111,0,4,4.545455,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0173-46,INSTITUTO NORMAL PARA SEÑORITAS 'CENTRO AMERICA',1A CALLE 2-64,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,128,128,0,0,0,0,0,60.629921,39.370079,35.433071,25.19685,33.070866,6.299213,60.15625,39.0625,0.78125,35.15625,25,32.8125,6.25,0.78125,6,55.128205,47.51773,55.072464,60.629921,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,58.59375,35.15625,5.46875,0.78125,12.5,87.5,7.03125,5.46875,54.6875,32.8125,12.5,87.5,0,7.03125,5.46875,54.6875,32.8125,0,1,7.692308,9.219858,10.869565,12.5,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0174-46,ESCUELA NACIONAL CENTRAL DE FORMACION SECRETARIAL,12 AVENIDA 9-29,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,182,0,0,0,182,0,0,57.142857,42.857143,31.868132,25.274725,21.428571,21.428571,57.142857,42.857143,0,31.868132,25.274725,21.428571,21.428571,0,6,42.105263,48.823529,50,57.142857,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75.824176,21.428571,2.747253,0,6.043956,93.956044,2.747253,3.296703,25.274725,68.681319,6.043956,93.956044,0,2.747253,3.296703,25.274725,68.681319,0,1,0,1.744186,4.225352,6.043956,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0175-46,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL 'JESUS MARIA ALVARADO',2A. CALLE 4-04,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,40,40,0,0,0,0,0,75,25,60,15,17.5,7.5,75,25,0,60,15,17.5,7.5,0,8,66.666667,50,54.166667,75,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,60,37.5,2.5,0,12.5,87.5,7.5,5,47.5,40,12.5,87.5,0,7.5,5,47.5,40,0,1,0,7.692308,4.166667,12.5,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0176-46,INSTITUTO NACIONAL DE BACHILLERATO EN COMPUTACION,3A CALLE 15-45,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,106,0,106,0,0,0,0,69.811321,30.188679,39.622642,30.188679,24.528302,5.660377,69.811321,30.188679,0,39.622642,30.188679,24.528302,5.660377,0,7,61.594203,69.444444,58.62069,69.811321,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,63.207547,32.075472,4.716981,0,23.584906,76.415094,13.207547,10.377358,50,26.415094,23.584906,76.415094,0,13.207547,10.377358,50,26.415094,0,2,27.536232,38.53211,39.08046,23.584906,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0178-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,10A. AVENIDA 9-42,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),NOCTURNA,33,0,0,26,7,0,0,39.393939,60.606061,21.212121,18.181818,33.333333,27.272727,39.393939,60.606061,0,21.212121,18.181818,33.333333,27.272727,0,4,10.526316,,34,39.393939,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75.757576,21.212121,3.030303,0,9.090909,90.909091,9.090909,0,27.272727,63.636364,9.090909,90.909091,0,9.090909,0,27.272727,63.636364,0,1,2.631579,,8.77193,9.090909,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0179-46,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,"10A. AVENIDA 2-24,",CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),INTERMEDIA,13,13,0,0,0,0,0,46.153846,53.846154,7.692308,38.461538,7.692308,46.153846,46.153846,53.846154,0,7.692308,38.461538,7.692308,46.153846,0,5,21.428571,58.333333,25,46.153846,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,69.230769,15.384615,15.384615,0,7.692308,92.307692,7.692308,0,46.153846,46.153846,7.692308,92.307692,0,7.692308,0,46.153846,46.153846,0,1,0,8.333333,6.25,7.692308,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0180-46,ESCUELA NACIONAL DE ADMINISTRACION PUBLICA  LIC. MANUEL GREGORIO LOPEZ SANTIAGO,9A CALLE 2-36,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),NOCTURNA,14,0,0,14,0,0,0,21.428571,78.571429,7.142857,14.285714,35.714286,42.857143,21.428571,78.571429,0,7.142857,14.285714,35.714286,42.857143,0,2,21.73913,6.666667,30,21.428571,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,78.571429,21.428571,0,0,7.142857,92.857143,0,7.142857,14.285714,78.571429,7.142857,92.857143,0,0,7.142857,14.285714,78.571429,0,1,0,0,0,7.142857,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0182-46,'LICEO DE CIENCIAS SECRETARIALES',4A AVE. 4-12,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,64,0,0,19,45,0,0,28.125,71.875,12.5,15.625,42.1875,29.6875,28.125,71.875,0,12.5,15.625,42.1875,29.6875,0,3,19.354839,30.30303,18.965517,28.125,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,65.625,31.25,3.125,0,0,100,0,0,18.75,81.25,0,100,0,0,0,18.75,81.25,0,0,0,2.941176,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0183-46,INSTITUTO NORMAL 'CASA CENTRAL',1A AVE. 13-63,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,99,71,0,28,0,0,0,66.666667,33.333333,36.363636,30.30303,21.212121,12.121212,66.666667,33.333333,0,36.363636,30.30303,21.212121,12.121212,0,7,59.550562,56.363636,64.772727,66.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,69.69697,29.292929,1.010101,0,14.141414,85.858586,9.090909,5.050505,50.505051,35.353535,14.141414,85.858586,0,9.090909,5.050505,50.505051,35.353535,0,1,10.11236,21.818182,11.494253,14.141414,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0191-46,INSTITUTO DE EDUCACION DIVERSIFICADA 'COACTEMALAN',11 CALLE 11-48,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,20,0,0,20,0,0,0,50,50,30,20,45,5,50,50,0,30,20,45,5,0,5,51.851852,58.62069,50,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,40,50,10,0,5,95,0,5,55,40,5,95,0,0,5,55,40,0,1,3.703704,10.344828,14.285714,5,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0192-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  PROFESIONAL DE TECNICAS COMERCIALES ESPECIALIZADAS,7A AVE. 3-46,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,86,0,28,58,0,0,0,48.837209,51.162791,37.209302,11.627907,32.55814,18.604651,48.837209,51.162791,0,37.209302,11.627907,32.55814,18.604651,0,5,48.039216,48.453608,55.737705,48.837209,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,72.093023,24.418605,3.488372,0,16.27907,83.72093,5.813953,10.465116,40.697674,43.023256,16.27907,83.72093,0,5.813953,10.465116,40.697674,43.023256,0,2,1.941748,12.371134,10.169492,16.27907,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0202-46,INSTITUTO MIXTO DE 'MIGUEL DE CERVANTES',2 CALLE 9-81,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,57,0,29,17,11,0,0,19.298246,80.701754,8.77193,10.526316,50.877193,29.824561,19.298246,80.701754,0,8.77193,10.526316,50.877193,29.824561,0,2,23.45679,36.170213,18.918919,19.298246,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,77.192982,15.789474,7.017544,0,1.754386,98.245614,1.754386,0,36.842105,61.403509,1.754386,98.245614,0,1.754386,0,36.842105,61.403509,0,0,4.938272,4.255319,5.479452,1.754386,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0203-46,INSTITUTO NACIONAL CENTRAL PARA VARONES,9A AVE. 9-27,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,20,0,20,0,0,0,0,50,50,20,30,5,45,50,50,0,20,30,5,45,0,5,16.666667,76.470588,42.857143,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,60,35,5,0,20,80,5,15,30,50,20,80,0,5,15,30,50,0,2,11.111111,41.176471,14.285714,20,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0204-46,INSTITUTO NACIONAL DE BACHILLERATO ADSC. AL INCA,1A CALLE 2-64,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,57,0,57,0,0,0,0,45.614035,54.385965,22.807018,22.807018,36.842105,17.54386,45.614035,54.385965,0,22.807018,22.807018,36.842105,17.54386,0,5,58.490566,43.137255,54.285714,45.614035,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,61.403509,31.578947,7.017544,0,3.508772,96.491228,0,3.508772,47.368421,49.122807,3.508772,96.491228,0,0,3.508772,47.368421,49.122807,0,0,7.54717,11.538462,13.888889,3.508772,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0205-46,INSTITUTO NORMAL PARA SEÑORITAS BELEN,11 AVE. 12-20,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,136,136,0,0,0,0,0,30.147059,69.852941,13.970588,16.176471,33.823529,36.029412,30.147059,69.852941,0,13.970588,16.176471,33.823529,36.029412,0,3,34.246575,39.393939,41.25,30.147059,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,62.5,30.882353,5.147059,1.470588,4.411765,95.588235,2.941176,1.470588,41.911765,53.676471,4.411765,95.588235,0,2.941176,1.470588,41.911765,53.676471,0,0,0,7.272727,8.125,4.411765,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0206-46,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,"9A CALLE 2-36,",CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,42,42,0,0,0,0,0,47.619048,52.380952,19.047619,28.571429,30.952381,21.428571,47.619048,52.380952,0,19.047619,28.571429,30.952381,21.428571,0,5,66.666667,46.153846,32.876712,47.619048,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,50,42.857143,7.142857,0,2.380952,97.619048,0,2.380952,54.761905,42.857143,2.380952,97.619048,0,0,2.380952,54.761905,42.857143,0,0,16.666667,15.384615,4.109589,2.380952,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0207-46,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,9A CALLE 2-36,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,49,49,0,0,0,0,0,28.571429,71.428571,8.163265,20.408163,20.408163,51.020408,28.571429,71.428571,0,8.163265,20.408163,20.408163,51.020408,0,3,21.052632,25.454545,32.5,28.571429,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,77.55102,22.44898,0,0,8.163265,91.836735,4.081633,4.081633,32.653061,59.183673,8.163265,91.836735,0,4.081633,4.081633,32.653061,59.183673,0,1,5.263158,3.636364,7.5,8.163265,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0208-46,INSTITUTO NORMAL MIXTO NOCTURNO,9A AVE. 9-27,CIUDAD CAPITAL,ZONA 1,OFICIAL,URBANA,DIARIO(REGULAR),NOCTURNA,23,0,23,0,0,0,0,31.818182,68.181818,4.545455,27.272727,22.727273,45.454545,30.434783,65.217391,4.347826,4.347826,26.086957,21.73913,43.478261,4.347826,3,9.52381,13.793103,47.368421,31.818182,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,95.652174,4.347826,0,0,0,100,0,0,43.478261,56.521739,0,100,0,0,0,43.478261,56.521739,0,0,0,3.448276,10.526316,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0210-46,COLEGIO CATOLICO 'SAN PABLO',14 CALLE 'A' 2-41,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,44,0,26,18,0,0,0,84.090909,15.909091,52.272727,31.818182,13.636364,2.272727,84.090909,15.909091,0,52.272727,31.818182,13.636364,2.272727,0,8,86.27451,76.470588,77.777778,84.090909,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,86.363636,13.636364,0,0,70.454545,29.545455,59.090909,11.363636,29.545455,0,70.454545,29.545455,0,59.090909,11.363636,29.545455,0,0,7,43.137255,43.137255,44.736842,70.454545,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0211-46,COLEGIO PARA VARONES  SAN SEBASTIAN,2A CALLE 6-56,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,40,13,27,0,0,0,0,90,10,55,35,10,0,90,10,0,55,35,10,0,0,9,80.769231,75,78.26087,90,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,62.5,30,7.5,0,47.5,52.5,32.5,15,45,7.5,47.5,52.5,0,32.5,15,45,7.5,0,5,25,32.142857,43.478261,47.5,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0212-46,INSTITUTO PRIVADO PARA VARONES DE EDUCACION DIVERSIFICADA COLEGIO  SALESIANO DON BOSCO,26 CALLE 2-46,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,126,0,126,0,0,0,0,91.269841,8.730159,78.571429,12.698413,8.730159,0,91.269841,8.730159,0,78.571429,12.698413,8.730159,0,0,9,94.244604,97.674419,95.104895,91.269841,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,52.380952,38.095238,9.52381,0,88.888889,11.111111,69.047619,19.84127,11.111111,0,88.888889,11.111111,0,69.047619,19.84127,11.111111,0,0,9,94.244604,87.596899,88.111888,88.888889,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0218-46,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,6,0,6,0,0,0,0,16.666667,83.333333,16.666667,0,16.666667,66.666667,16.666667,83.333333,0,16.666667,0,16.666667,66.666667,0,2,20,12.5,47.058824,16.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,83.333333,0,16.666667,0,0,100,0,0,16.666667,83.333333,0,100,0,0,0,16.666667,83.333333,0,0,0,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0219-46,CENTRO DE ESTUDIOS WINBRIDGE,8A CALLE 2-40,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,34,24,0,0,10,0,0,58.823529,41.176471,47.058824,11.764706,32.352941,8.823529,58.823529,41.176471,0,47.058824,11.764706,32.352941,8.823529,0,6,61.157025,60.416667,66.666667,58.823529,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,67.647059,23.529412,8.823529,0,35.294118,64.705882,29.411765,5.882353,47.058824,17.647059,35.294118,64.705882,0,29.411765,5.882353,47.058824,17.647059,0,4,3.305785,18.75,17.204301,35.294118,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0220-46,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA 'LICEO FRANCES',5A AVE. 9-80,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,46,11,19,11,5,0,0,73.913043,26.086957,60.869565,13.043478,23.913043,2.173913,73.913043,26.086957,0,60.869565,13.043478,23.913043,2.173913,0,7,63.793103,72.413793,66.666667,73.913043,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,65.217391,26.086957,8.695652,0,23.913043,76.086957,10.869565,13.043478,43.478261,32.608696,23.913043,76.086957,0,10.869565,13.043478,43.478261,32.608696,0,2,15.517241,22.413793,18.918919,23.913043,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0222-46,"COLEGIO ""SANTA MONICA""",10A CALLE 11-41,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,48,20,16,3,9,0,0,72.916667,27.083333,45.833333,27.083333,20.833333,6.25,72.916667,27.083333,0,45.833333,27.083333,20.833333,6.25,0,7,48.648649,62.711864,50,72.916667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,45.833333,45.833333,8.333333,0,12.5,87.5,4.166667,8.333333,54.166667,33.333333,12.5,87.5,0,4.166667,8.333333,54.166667,33.333333,0,1,2.702703,15.254237,14,12.5,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0223-46,COLEGIO 'EL ROSARIO',15 CALLE 'A' 2-74,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,82,0,25,32,25,0,0,63.414634,36.585366,32.926829,30.487805,25.609756,10.97561,63.414634,36.585366,0,32.926829,30.487805,25.609756,10.97561,0,6,48.051948,51.666667,39.285714,63.414634,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,68.292683,25.609756,6.097561,0,14.634146,85.365854,8.536585,6.097561,43.902439,41.463415,14.634146,85.365854,0,8.536585,6.097561,43.902439,41.463415,0,1,10.25641,5,6.779661,14.634146,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0224-46,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO 'EUROPEO',11 CALLE 3-38,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,12,8,2,0,2,0,0,41.666667,58.333333,16.666667,25,41.666667,16.666667,41.666667,58.333333,0,16.666667,25,41.666667,16.666667,0,4,36.363636,,77.777778,41.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,58.333333,25,16.666667,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0225-46,COLEGIO COMERCIAL GUATEMALTECO,10A CALLE 11-44,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,69,0,19,0,50,0,0,71.014493,28.985507,34.782609,36.231884,20.289855,8.695652,71.014493,28.985507,0,34.782609,36.231884,20.289855,8.695652,0,7,58.928571,77.464789,59.375,71.014493,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,27.536232,57.971014,14.492754,0,14.492754,85.507246,7.246377,7.246377,49.275362,36.231884,14.492754,85.507246,0,7.246377,7.246377,49.275362,36.231884,0,1,3.571429,17.142857,7.936508,14.492754,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0226-46,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA  BELGA GUATEMALTECO,9A CALLE 10-38,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,91,33,46,12,0,0,0,89.010989,10.989011,69.230769,19.78022,10.989011,0,89.010989,10.989011,0,69.230769,19.78022,10.989011,0,0,9,83.168317,83.064516,80,89.010989,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,46.153846,28.571429,25.274725,0,40.659341,59.340659,31.868132,8.791209,51.648352,7.692308,40.659341,59.340659,0,31.868132,8.791209,51.648352,7.692308,0,4,32.038835,48.387097,45.454545,40.659341,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0227-46,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO 'EL SAGRADO CORAZON',9A AVE. 13-57,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,119,44,49,15,11,0,0,90.756303,9.243697,75.630252,15.12605,8.403361,0.840336,90.756303,9.243697,0,75.630252,15.12605,8.403361,0.840336,0,9,76.422764,71.794872,68.141593,90.756303,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,50.420168,37.815126,11.764706,0,61.344538,38.655462,45.378151,15.966387,29.411765,9.243697,61.344538,38.655462,0,45.378151,15.966387,29.411765,9.243697,0,6,21.774194,27.966102,37.735849,61.344538,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0236-46,INSTITUTO DE EDUCACION DIVERSIFICADA  LICEO IBERO GUATEMALTECO,7A AVE. 3-75,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,6,0,6,0,0,0,0,16.666667,83.333333,16.666667,0,66.666667,16.666667,16.666667,83.333333,0,16.666667,0,66.666667,16.666667,0,2,,25,0,16.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,66.666667,33.333333,0,0,0,100,0,0,33.333333,66.666667,0,100,0,0,0,33.333333,66.666667,0,0,,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0238-46,INSTITUTO DE EDUCACION DIVERSIFICADA 'TECNOLOGICO DE COMPUTACION' (I.T.C.),2A CALLE 11-65,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,138,0,66,72,0,0,0,74.637681,25.362319,49.275362,25.362319,20.289855,5.072464,74.637681,25.362319,0,49.275362,25.362319,20.289855,5.072464,0,7,64.968153,60.666667,62.790698,74.637681,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,71.73913,21.73913,6.521739,0,40.57971,59.42029,22.463768,18.115942,38.405797,21.014493,40.57971,59.42029,0,22.463768,18.115942,38.405797,21.014493,0,4,28.66242,35.333333,37.984496,40.57971,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
