cod_estab,NOM_ESTAB_2013,Dirección_2013,NOM_DEPA_2013,NOM_MUNI_2013,SECTOR_2013,AREA_2013,PLAN_2013,JORNADA_2013,CANTIDAD_EVALUADOS_ESTABLECIMIENTO_2013,RAMA_ABSTRACTA_MAGISTERIO_CANTIDAD_2013,RAMA_ABSTRACTA_BACHILLERATO_CANTIDAD_2013,RAMA_ABSTRACTA_PERITO_CANTIDAD_2013,RAMA_ABSTRACTA_SECRETARIADO_CANTIDAD_2013,RAMA_ABSTRACTA_TECNICO_CANTIDAD_2013,RAMA_ABSTRACTA_MISSING_CANTIDAD_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_LEC_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_LECTURA_CANTIDAD_2013,LOGRO_LECTURA_establecimiento_2010,LOGRO_LECTURA_establecimiento_2011,LOGRO_LECTURA_establecimiento_2012,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_LECTURA_NACIONAL_2013,LOGRO_LECTURA_DEPARTAMENTAL_2013,LOGRO_LECTURA_MUNICIPAL_2013,NO_LOGRO_LECTURA_NACIONAL_2013,NO_LOGRO_LECTURA_DEPARTAMENTAL_2013,NO_LOGRO_LECTURA_MUNICIPAL_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_2_O_MENOS_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_3A6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_MAS6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_NO_INDICÓ_mean_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_MATE_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_INSATISFACT_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_MATEMÁTICAS_CANTIDAD_2013,LOGRO_MATE_establecimiento_2010,LOGRO_MATE_establecimiento_2011,LOGRO_MATE_establecimiento_2012,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,LOGRO_MATEMÁTICAS_NACIONAL_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_2013,NO_LOGRO_MATEMÁTICAS_NACIONAL_2013,NO_LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,NO_LOGRO_MATEMÁTICAS_MUNICIPAL_2013
18-04-0377-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  PEDRO MOLINA  JV,BARRIO EL CARRIZAL,IZABAL,MORALES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,101,69,9,23,0,0,0,29.70297,70.29703,11.881188,17.821782,33.663366,36.633663,29.70297,70.29703,0,11.881188,17.821782,33.663366,36.633663,0,3,13.75,29.508197,26,29.70297,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,60.39604,33.663366,5.940594,0,11.881188,88.118812,4.950495,6.930693,34.653465,53.465347,11.881188,88.118812,0,4.950495,6.930693,34.653465,53.465347,0,1,0,4.918033,6,11.881188,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-1983-46,INSTITUTO PARTICULAR MIXTO 'RAFAEL AREVALO MARTINEZ',CALLE TULIO MARUZZO,IZABAL,MORALES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,87,0,52,19,16,0,0,13.953488,86.046512,6.976744,6.976744,20.930233,65.116279,13.793103,85.057471,1.149425,6.896552,6.896552,20.689655,64.367816,1.149425,1,11.111111,3,15.584416,13.953488,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,74.712644,19.54023,5.747126,0,0,100,0,0,13.793103,86.206897,0,100,0,0,0,13.793103,86.206897,0,0,0,1,1.298701,0,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-2433-46,CENTRO EDUCATIVO DEL MONTE,FINCA BANANERA,IZABAL,MORALES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,14,0,14,0,0,0,0,85.714286,14.285714,71.428571,14.285714,14.285714,0,85.714286,14.285714,0,71.428571,14.285714,14.285714,0,0,9,66.666667,83.333333,100,85.714286,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,64.285714,28.571429,7.142857,0,78.571429,21.428571,71.428571,7.142857,21.428571,0,78.571429,21.428571,0,71.428571,7.142857,21.428571,0,0,8,50,66.666667,72.727273,78.571429,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-2442-46,INSTITUTO PARTICULAR DE EDUCACION BASICA Y DIVERSIFICADA ADS. A COLEGIO 'MUNDO INFANTIL',BARRIO NUEVO,IZABAL,MORALES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,50,25,22,3,0,0,0,32,68,12,20,36,32,32,68,0,12,20,36,32,0,3,22.222222,23.529412,20.512821,32,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,70,28,2,0,6,94,4,2,34,60,6,94,0,4,2,34,60,0,1,5.555556,8.823529,5.128205,6,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-2444-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION DIVERSIFICADA 'PEDRO MOLINA',ALDEA ARAPAHOE,IZABAL,MORALES,PRIVADO,RURAL,DIARIO(REGULAR),NOCTURNA,10,0,0,10,0,0,0,20,80,20,0,30,50,20,80,0,20,0,30,50,0,2,0,,14.285714,20,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,70,30,0,0,0,100,0,0,40,60,0,100,0,0,0,40,60,0,0,0,,0,0,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-2526-46,COLEGIO PRIVADO MIXTO BILINGUE A B C SAN FRANCISCO,BARRIO EL MITCHAL,IZABAL,MORALES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,60,29,7,19,5,0,0,38.333333,61.666667,16.666667,21.666667,40,21.666667,38.333333,61.666667,0,16.666667,21.666667,40,21.666667,0,4,34.285714,24.390244,20.833333,38.333333,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,83.333333,13.333333,3.333333,0,10,90,5,5,35,55,10,90,0,5,5,35,55,0,1,11.428571,7.317073,12.328767,10,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-2838-46,INSTITUTO TECNICO MORALENSE ITM,LOTIFICACION SANTA BARBARA,IZABAL,MORALES,MUNICIPAL,URBANA,DIARIO(REGULAR),DOBLE,36,0,0,36,0,0,0,33.333333,66.666667,8.333333,25,30.555556,36.111111,33.333333,66.666667,0,8.333333,25,30.555556,36.111111,0,3,9.677419,35.294118,24.324324,33.333333,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,91.666667,5.555556,2.777778,0,8.333333,91.666667,2.777778,5.555556,44.444444,47.222222,8.333333,91.666667,0,2.777778,5.555556,44.444444,47.222222,0,1,3.225806,19.607843,10.810811,8.333333,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-3028-46,INSTITUTO PARTICULAR MIXTO 'RAFAEL AREVALO MARTINEZ',CALLE MARCO TULIO MARUZZO,IZABAL,MORALES,PRIVADO,URBANA,DIARIO(REGULAR),NOCTURNA,11,0,0,11,0,0,0,9.090909,90.909091,9.090909,0,18.181818,72.727273,9.090909,90.909091,0,9.090909,0,18.181818,72.727273,0,1,10,30,,9.090909,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,72.727273,18.181818,0,9.090909,0,100,0,0,9.090909,90.909091,0,100,0,0,0,9.090909,90.909091,0,0,0,10,,0,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-3261-46,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,IZABAL,MORALES,PRIVADO,RURAL,FIN DE SEMANA,DOBLE,4,0,4,0,0,0,0,25,75,0,25,25,50,25,75,0,0,25,25,50,0,3,0,0,,25,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,50,50,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,,0,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-04-3275-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA 'DR. PEDRO MOLINA',FINCA BANANERA,IZABAL,MORALES,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,10,0,0,7,3,0,0,40,60,10,30,10,50,40,60,0,10,30,10,50,0,4,14.285714,30.434783,20,40,26.033747,19.046074,25.821596,73.966253,80.953926,74.178404,60,40,0,0,20,80,0,20,40,40,20,80,0,0,20,40,40,0,2,0,0,10,20,2.907916,8.019557,6.213365,91.980443,97.092084,93.786635
18-05-0032-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"COLONIA SAN CRISTOBAL, ENTRE RIOS",IZABAL,LOS AMATES,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,27,0,27,0,0,0,0,7.692308,92.307692,7.692308,0,30.769231,61.538462,7.407407,88.888889,3.703704,7.407407,0,29.62963,59.259259,3.703704,1,25,15.625,18.518519,7.692308,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,70.37037,22.222222,7.407407,0,3.846154,96.153846,3.846154,0,15.384615,80.769231,3.703704,92.592593,3.703704,3.703704,0,14.814815,77.777778,3.703704,0,0,9.375,0,3.846154,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-0033-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA MARISCOS,IZABAL,LOS AMATES,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,11,0,11,0,0,0,0,9.090909,90.909091,9.090909,0,18.181818,72.727273,9.090909,90.909091,0,9.090909,0,18.181818,72.727273,0,1,15.789474,9.090909,44.444444,9.090909,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,100,0,0,0,0,100,0,0,9.090909,90.909091,0,100,0,0,0,9.090909,90.909091,0,0,0,0,0,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-0083-46,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",IZABAL,LOS AMATES,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,22,0,22,0,0,0,0,9.090909,90.909091,0,9.090909,22.727273,68.181818,9.090909,90.909091,0,0,9.090909,22.727273,68.181818,0,1,0,0,0,9.090909,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,72.727273,18.181818,0,9.090909,0,100,0,0,9.090909,90.909091,0,100,0,0,0,9.090909,90.909091,0,0,0,0,0,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-0085-46,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",IZABAL,LOS AMATES,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,37,37,0,0,0,0,0,13.513514,86.486486,2.702703,10.810811,45.945946,40.540541,13.513514,86.486486,0,2.702703,10.810811,45.945946,40.540541,0,1,,,7.5,13.513514,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,67.567568,27.027027,5.405405,0,0,100,0,0,10.810811,89.189189,0,100,0,0,0,10.810811,89.189189,0,0,,,0,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-0086-46,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",IZABAL,LOS AMATES,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,3,0,0,0,3,0,0,0,100,0,0,33.333333,66.666667,0,100,0,0,0,33.333333,66.666667,0,0,,,,0,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,33.333333,66.666667,0,0,0,100,0,0,33.333333,66.666667,0,100,0,0,0,33.333333,66.666667,0,0,,,,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-0482-46,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""PROFESOR OSCAR JAMES DUQUE""","COLONIA SANTA MARIA, BARRIO EL POZON",IZABAL,LOS AMATES,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,25,0,0,25,0,0,0,16,84,12,4,20,64,16,84,0,12,4,20,64,0,2,6.25,14.035088,20,16,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,92,8,0,0,8,92,4,4,24,68,8,92,0,4,4,24,68,0,1,0,7.017544,0,8,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-0483-46,ESCUELA PARTICULAR MIXTA LICENCIADO DAVID VELA,LOS AMATES,IZABAL,LOS AMATES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,66,0,15,41,10,0,0,15.151515,84.848485,3.030303,12.121212,28.787879,56.060606,15.151515,84.848485,0,3.030303,12.121212,28.787879,56.060606,0,2,9.375,13.265306,8.045977,15.151515,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,83.333333,16.666667,0,0,1.515152,98.484848,1.515152,0,12.121212,86.363636,1.515152,98.484848,0,1.515152,0,12.121212,86.363636,0,0,0,2.040816,1.162791,1.515152,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-0589-46,ESCUELA DE CIENCIAS COMERCIALES LIC. DAVID VELA,KM. 200 RUTA AL ATLANTICO,IZABAL,LOS AMATES,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,11,0,11,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,20,13.333333,9.090909,0,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,72.727273,27.272727,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-1982-46,COLEGIO  J. HARVARD,KILOMETRO 201 LOS AMATES IZABAL,IZABAL,LOS AMATES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,30,0,24,2,4,0,0,6.666667,93.333333,3.333333,3.333333,33.333333,60,6.666667,93.333333,0,3.333333,3.333333,33.333333,60,0,1,6.666667,12.121212,5.882353,6.666667,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,80,20,0,0,0,100,0,0,26.666667,73.333333,0,100,0,0,0,26.666667,73.333333,0,0,0,3.030303,5.882353,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-2837-46,INSTITUTO DE ADIESTRAMIENTO DE PERSONAL DE SALUD 'DR. ALBERTO VIAU DAVILA',ALDEA QUIRIGUA,IZABAL,LOS AMATES,OFICIAL,RURAL,DIARIO(REGULAR),DOBLE,38,0,38,0,0,0,0,7.894737,92.105263,5.263158,2.631579,13.157895,78.947368,7.894737,92.105263,0,5.263158,2.631579,13.157895,78.947368,0,1,20.930233,12.5,5.714286,7.894737,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,73.684211,15.789474,10.526316,0,0,100,0,0,36.842105,63.157895,0,100,0,0,0,36.842105,63.157895,0,0,0,3.125,2.857143,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-3025-46,COLEGIO 'J. HARVARD',BARRIO LA CASONA,IZABAL,LOS AMATES,PRIVADO,URBANA,DOMINICAL,DOBLE,19,0,19,0,0,0,0,5.263158,94.736842,0,5.263158,5.263158,89.473684,5.263158,94.736842,0,0,5.263158,5.263158,89.473684,0,1,0,25,0,5.263158,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,73.684211,26.315789,0,0,0,100,0,0,10.526316,89.473684,0,100,0,0,0,10.526316,89.473684,0,0,0,0,0,0,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
18-05-3059-46,INSTITUTO DE FORMACION BASICA Y PROFESIONAL 'ENRIQUE ESTRADA SANDOVAL',"COLONIA SANTA MARTA, BARRIO EL POZON",IZABAL,LOS AMATES,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,123,123,0,0,0,0,0,24.793388,75.206612,12.396694,12.396694,32.231405,42.975207,24.390244,73.98374,1.626016,12.195122,12.195122,31.707317,42.276423,1.626016,2,26.388889,25.396825,26.136364,24.793388,26.033747,19.046074,14.669927,73.966253,80.953926,85.330073,69.918699,24.390244,5.691057,0,1.626016,98.373984,0,1.626016,29.268293,69.105691,1.626016,98.373984,0,0,1.626016,29.268293,69.105691,0,0,0,9.52381,2.272727,1.626016,2.907916,8.019557,1.459854,91.980443,97.092084,98.540146
19-01-0078-46,INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO DE EDUCACION MEDIA EXPERIMENTAL JOSE RODRIGUEZ CERNA,BARRIO LA REFORMA,ZACAPA,ZACAPA,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,206,0,0,206,0,0,0,18.536585,81.463415,6.829268,11.707317,25.365854,56.097561,18.446602,81.067961,0.485437,6.796117,11.650485,25.242718,55.825243,0.485437,2,25.714286,15.028902,20.289855,18.536585,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,81.067961,15.048544,3.883495,0,1.941748,98.058252,0,1.941748,25.242718,72.815534,1.941748,98.058252,0,0,1.941748,25.242718,72.815534,0,0,0,3.448276,2.173913,1.941748,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0079-46,ESCUELA DE CIENCIAS COMERCIALES,4A. CALLE 16-10 ZONA 1,ZACAPA,ZACAPA,OFICIAL,URBANA,DIARIO(REGULAR),NOCTURNA,12,0,0,12,0,0,0,16.666667,83.333333,8.333333,8.333333,33.333333,50,16.666667,83.333333,0,8.333333,8.333333,33.333333,50,0,2,6.666667,5.263158,9.090909,16.666667,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,91.666667,0,8.333333,0,0,100,0,0,25,75,0,100,0,0,0,25,75,0,0,0,0,0,0,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0084-46,INSTITUTO  ADOLFO V. HALL  DE ORIENTE,BARRIO CRUZ DE MAYO ZONA 3,ZACAPA,ZACAPA,OFICIAL,URBANA,DIARIO(REGULAR),DOBLE,26,0,26,0,0,0,0,26.923077,73.076923,19.230769,7.692308,34.615385,38.461538,26.923077,73.076923,0,19.230769,7.692308,34.615385,38.461538,0,3,20,50,15.789474,26.923077,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,57.692308,38.461538,3.846154,0,3.846154,96.153846,0,3.846154,30.769231,65.384615,3.846154,96.153846,0,0,3.846154,30.769231,65.384615,0,0,4,15,5.263158,3.846154,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0085-46,"COLEGIO PARTICULAR MIXTO LUTERANO "" EL DIVINO SALVADOR""",4A CALLE 2-31 ZONA 2,ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,40,40,0,0,0,0,0,25,75,15,10,50,25,25,75,0,15,10,50,25,0,3,15.555556,14.285714,39.130435,25,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,62.5,30,5,2.5,2.5,97.5,0,2.5,25,72.5,2.5,97.5,0,0,2.5,25,72.5,0,0,8.888889,2.857143,4.347826,2.5,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0086-46,CENTRO EDUCATIVO JUVENIL CATOLICO  NUESTRA SEÑORA DE FATIMA,12 CALLE  A  14-03 ZONA 1,ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,36,0,0,28,8,0,0,36.111111,63.888889,19.444444,16.666667,38.888889,25,36.111111,63.888889,0,19.444444,16.666667,38.888889,25,0,4,42.424242,28.205128,33.333333,36.111111,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,86.111111,13.888889,0,0,5.555556,94.444444,2.777778,2.777778,30.555556,63.888889,5.555556,94.444444,0,2.777778,2.777778,30.555556,63.888889,0,1,3.030303,5.128205,0,5.555556,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0116-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO LA REFORMA ZONA 2,ZACAPA,ZACAPA,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,44,0,44,0,0,0,0,25,75,6.818182,18.181818,34.090909,40.909091,25,75,0,6.818182,18.181818,34.090909,40.909091,0,3,7.692308,27.868852,20.930233,25,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,70.454545,27.272727,2.272727,0,2.272727,97.727273,2.272727,0,27.272727,70.454545,2.272727,97.727273,0,2.272727,0,27.272727,70.454545,0,0,0,3.278689,4.651163,2.272727,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0143-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,ALDEA SAN JORGE,ZACAPA,ZACAPA,COOPERATIVA,RURAL,DIARIO(REGULAR),MATUTINA,23,0,0,23,0,0,0,0,100,0,0,34.782609,65.217391,0,100,0,0,0,34.782609,65.217391,0,0,,3.703704,15.151515,0,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,69.565217,17.391304,13.043478,0,0,100,0,0,8.695652,91.304348,0,100,0,0,0,8.695652,91.304348,0,0,,0,6.060606,0,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0144-46,"COLEGIO ""SAN FRANCISCO JAVIER DE ZACAPA""","KILOMETRO 3, CARRETERA DE ALDEA MANZANOTES",ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,34,0,34,0,0,0,0,50,50,20.588235,29.411765,29.411765,20.588235,50,50,0,20.588235,29.411765,29.411765,20.588235,0,5,50,41.935484,70,50,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,50,44.117647,5.882353,0,14.705882,85.294118,11.764706,2.941176,50,35.294118,14.705882,85.294118,0,11.764706,2.941176,50,35.294118,0,1,10.416667,19.354839,25,14.705882,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0148-46,INSTITUTO TECNICO DE EDUCACION INDUSTRIAL,"BARRIO LA REFORMA, LOMA DEL CHAPARRO ZONA 2",ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,10,0,10,0,0,0,0,10,90,10,0,50,40,10,90,0,10,0,50,40,0,1,,,28.571429,10,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,50,10,40,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,,,0,0,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0149-46,COLEGIO BILINGUE MONTESSORI,4TA. CALLE 3-41 ZONA 2,ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,10,0,10,0,0,0,0,70,30,50,20,20,10,70,30,0,50,20,20,10,0,7,,,66.666667,70,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,70,20,10,0,30,70,20,10,70,0,30,70,0,20,10,70,0,0,3,,,58.333333,30,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0156-46,LICEO CRISTO REY,9A. CALLE BARRIO LA REFORMA ZONA 2,ZACAPA,ZACAPA,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,16,1,14,1,0,0,0,6.25,93.75,0,6.25,12.5,81.25,6.25,93.75,0,0,6.25,12.5,81.25,0,1,,,25,6.25,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,81.25,12.5,0,6.25,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,,,0,0,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0160-46,COLEGIO PARTICULAR MIXTO LICEO CRISTIANO ZACAPANECO,12 AVENIDA Y 8A. CALLE ESQUINA ZONA 1,ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,41,0,0,41,0,0,0,39.02439,60.97561,17.073171,21.95122,21.95122,39.02439,39.02439,60.97561,0,17.073171,21.95122,21.95122,39.02439,0,4,,,,39.02439,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,82.926829,17.073171,0,0,12.195122,87.804878,4.878049,7.317073,39.02439,48.780488,12.195122,87.804878,0,4.878049,7.317073,39.02439,48.780488,0,1,,,,12.195122,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0162-46,COLEGIO PRIVADO MIXTO EVANGELICO ELIM,"RESIDENCIALES SHALOM, CALZADA RAMIRO DE LEON CARPIO",ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,9,0,0,0,9,0,0,0,100,0,0,55.555556,44.444444,0,100,0,0,0,55.555556,44.444444,0,0,,,,0,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,88.888889,11.111111,0,0,0,100,0,0,11.111111,88.888889,0,100,0,0,0,11.111111,88.888889,0,0,,,,0,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
19-01-0304-46,INSTITUTO TECNICO PRIVADO VOCACIONAL,9A. CALLE 17-27 ZONA 3,ZACAPA,ZACAPA,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,31,0,13,5,13,0,0,22.580645,77.419355,12.903226,9.677419,22.580645,54.83871,22.580645,77.419355,0,12.903226,9.677419,22.580645,54.83871,0,2,22.222222,8,18.75,22.580645,26.033747,18.28454,22.435363,73.966253,81.71546,77.564637,83.870968,12.903226,3.225806,0,3.225806,96.774194,0,3.225806,22.580645,74.193548,3.225806,96.774194,0,0,3.225806,22.580645,74.193548,0,0,0,4,3.125,3.225806,2.719343,8.019557,3.663614,91.980443,97.280657,96.336386
